,insulation,ach,shading,orientation,wwr,Electricity:Facility,DistrictCooling:Facility
0,1e-05,5,120,0,0.1,4112009423.03464,9798873549.694988
1,1e-05,5,120,0,0.12758620689655173,4071392727.5300913,9852643881.290752
2,1e-05,5,120,0,0.15517241379310345,4027781345.142519,9912038497.130316
3,1e-05,5,120,0,0.1827586206896552,3990564699.5793667,9960258814.28049
4,1e-05,5,120,0,0.21034482758620693,3944311506.2379246,10022494426.438467
5,1e-05,5,120,0,0.23793103448275865,3906031268.3958507,10079720363.652483
6,1e-05,5,120,0,0.2655172413793104,3872893621.290563,10139363133.725567
7,1e-05,5,120,0,0.2931034482758621,3850192758.1043544,10189227709.290974
8,1e-05,5,120,0,0.3206896551724138,3822551370.0981092,10254858182.288359
9,1e-05,5,120,0,0.34827586206896555,3791491550.3564434,10331385156.406937
10,1e-05,5,120,0,0.3758620689655173,3764237105.237208,10401477945.778273
11,1e-05,5,120,0,0.403448275862069,3742575857.7395525,10458790486.172855
12,1e-05,5,120,0,0.4310344827586208,3712721922.5126686,10538407150.364786
13,1e-05,5,120,0,0.45862068965517244,3692276215.392614,10595625520.829996
14,1e-05,5,120,0,0.4862068965517242,3664143012.884263,10675305385.779863
15,1e-05,5,120,0,0.5137931034482759,3644651078.446707,10735903323.41448
16,1e-05,5,120,0,0.5413793103448277,3627788402.5887265,10795389901.345448
17,1e-05,5,120,0,0.5689655172413793,3605753589.393724,10886183860.758356
18,1e-05,5,120,0,0.5965517241379311,3592060499.5041075,10959925834.891144
19,1e-05,5,120,0,0.6241379310344828,3580685583.84311,11031426906.058647
20,1e-05,5,120,0,0.6517241379310346,3571535379.0180607,11100691418.935389
21,1e-05,5,120,0,0.6793103448275862,3558811447.8283195,11210179377.647959
22,1e-05,5,120,0,0.706896551724138,3551720335.20348,11285594585.633877
23,1e-05,5,120,0,0.7344827586206897,3544443275.6668987,11367989966.79184
24,1e-05,5,120,0,0.7620689655172415,3538285434.5167084,11445985228.058971
25,1e-05,5,120,0,0.7896551724137931,3532822755.0621696,11520088540.463442
26,1e-05,5,120,0,0.8172413793103449,3526738844.891218,11607489950.936108
27,1e-05,5,120,0,0.8448275862068966,3521571243.3006573,11690649580.737257
28,1e-05,5,120,0,0.8724137931034484,3516987236.1535645,11769824461.43322
29,1e-05,5,120,0,0.9,3512692320.8739295,11854129126.465744
30,0.1,5,120,0,0.1,4112009423.03464,7489654412.503046
31,0.1,5,120,0,0.12758620689655173,4071392727.5300913,7560839470.886736
32,0.1,5,120,0,0.15517241379310345,4027781345.142519,7637908346.576832
33,0.1,5,120,0,0.1827586206896552,3990564699.5793667,7699056076.862173
34,0.1,5,120,0,0.21034482758620693,3944311506.2379246,7781177441.498114
35,0.1,5,120,0,0.23793103448275865,3906031268.3958507,7855743029.615981
36,0.1,5,120,0,0.2655172413793104,3872893621.290563,7933951600.351338
37,0.1,5,120,0,0.2931034482758621,3850192758.1043544,7995732375.247467
38,0.1,5,120,0,0.3206896551724138,3822551370.0981092,8080426563.060402
39,0.1,5,120,0,0.34827586206896555,3791491550.3564434,8176106315.520646
40,0.1,5,120,0,0.3758620689655173,3764237105.237208,8265341575.30198
41,0.1,5,120,0,0.403448275862069,3742575857.7395525,8335330909.174364
42,0.1,5,120,0,0.4310344827586208,3712721922.5126686,8434571437.6068945
43,0.1,5,120,0,0.45862068965517244,3692276215.392614,8508759518.783819
44,0.1,5,120,0,0.4862068965517242,3664143012.884263,8607755662.715954
45,0.1,5,120,0,0.5137931034482759,3644651078.446707,8681703605.326124
46,0.1,5,120,0,0.5413793103448277,3627788402.5887265,8755357153.159216
47,0.1,5,120,0,0.5689655172413793,3605753589.393724,8866558018.672453
48,0.1,5,120,0,0.5965517241379311,3592060499.5041075,8954557303.349422
49,0.1,5,120,0,0.6241379310344828,3580685583.84311,9040072920.831657
50,0.1,5,120,0,0.6517241379310346,3571535379.0180607,9123856370.441483
51,0.1,5,120,0,0.6793103448275862,3558811447.8283195,9251780623.33776
52,0.1,5,120,0,0.706896551724138,3551720335.20348,9342344727.456833
53,0.1,5,120,0,0.7344827586206897,3544443275.6668987,9440263264.001234
54,0.1,5,120,0,0.7620689655172415,3538285434.5167084,9532356893.3424
55,0.1,5,120,0,0.7896551724137931,3532822755.0621696,9623152284.437351
56,0.1,5,120,0,0.8172413793103449,3526738844.891218,9726400444.596703
57,0.1,5,120,0,0.8448275862068966,3521571243.3006573,9820945030.902542
58,0.1,5,120,0,0.8724137931034484,3516987236.1535645,9915517143.897638
59,0.1,5,120,0,0.9,3512692320.8739295,10012816877.212988
60,0.2,5,120,0,0.1,4112009423.03464,7113232727.680941
61,0.2,5,120,0,0.12758620689655173,4071392727.5300913,7190869475.912732
62,0.2,5,120,0,0.15517241379310345,4027781345.142519,7268743022.589743
63,0.2,5,120,0,0.1827586206896552,3990564699.5793667,7338496331.953894
64,0.2,5,120,0,0.21034482758620693,3944311506.2379246,7423071193.335082
65,0.2,5,120,0,0.23793103448275865,3906031268.3958507,7501192954.394524
66,0.2,5,120,0,0.2655172413793104,3872893621.290563,7583195045.672006
67,0.2,5,120,0,0.2931034482758621,3850192758.1043544,7646267155.824274
68,0.2,5,120,0,0.3206896551724138,3822551370.0981092,7733674891.54924
69,0.2,5,120,0,0.34827586206896555,3791491550.3564434,7834191389.792766
70,0.2,5,120,0,0.3758620689655173,3764237105.237208,7925393129.04885
71,0.2,5,120,0,0.403448275862069,3742575857.7395525,7999374934.952336
72,0.2,5,120,0,0.4310344827586208,3712721922.5126686,8103544570.592812
73,0.2,5,120,0,0.45862068965517244,3692276215.392614,8177587673.068417
74,0.2,5,120,0,0.4862068965517242,3664143012.884263,8282959540.155445
75,0.2,5,120,0,0.5137931034482759,3644651078.446707,8359398694.139492
76,0.2,5,120,0,0.5413793103448277,3627788402.5887265,8435749288.544462
77,0.2,5,120,0,0.5689655172413793,3605753589.393724,8550023623.861778
78,0.2,5,120,0,0.5965517241379311,3592060499.5041075,8643318357.1649
79,0.2,5,120,0,0.6241379310344828,3580685583.84311,8731182600.214169
80,0.2,5,120,0,0.6517241379310346,3571535379.0180607,8817091829.077324
81,0.2,5,120,0,0.6793103448275862,3558811447.8283195,8951444261.946487
82,0.2,5,120,0,0.706896551724138,3551720335.20348,9045369914.165758
83,0.2,5,120,0,0.7344827586206897,3544443275.6668987,9145143567.6961
84,0.2,5,120,0,0.7620689655172415,3538285434.5167084,9237821982.890362
85,0.2,5,120,0,0.7896551724137931,3532822755.0621696,9327811322.88677
86,0.2,5,120,0,0.8172413793103449,3526738844.891218,9433716328.641174
87,0.2,5,120,0,0.8448275862068966,3521571243.3006573,9532266312.076954
88,0.2,5,120,0,0.8724137931034484,3516987236.1535645,9629480263.214355
89,0.2,5,120,0,0.9,3512692320.8739295,9731948866.46288
90,1e-05,5,120,90,0.1,4101614435.932656,9833160365.53723
91,1e-05,5,120,90,0.12758620689655173,4058106526.6071167,9893523195.919294
92,1e-05,5,120,90,0.15517241379310345,4012508615.6290226,9957477984.387718
93,1e-05,5,120,90,0.1827586206896552,3981319465.7363253,10018853126.410206
94,1e-05,5,120,90,0.21034482758620693,3953394150.3503637,10103456683.907532
95,1e-05,5,120,90,0.23793103448275865,3930842641.278844,10182183283.908897
96,1e-05,5,120,90,0.2655172413793104,3909653099.729807,10260721381.72531
97,1e-05,5,120,90,0.2931034482758621,3894397537.7825236,10319664758.148468
98,1e-05,5,120,90,0.3206896551724138,3875006073.761426,10398145226.08481
99,1e-05,5,120,90,0.34827586206896555,3852711374.136588,10492844152.335861
100,1e-05,5,120,90,0.3758620689655173,3832925188.5613117,10576674850.27213
101,1e-05,5,120,90,0.403448275862069,3816987084.1516147,10642507922.359432
102,1e-05,5,120,90,0.4310344827586208,3794808980.459091,10738540743.076273
103,1e-05,5,120,90,0.45862068965517244,3779316222.566128,10807774399.454634
104,1e-05,5,120,90,0.4862068965517242,3757340277.2133117,10903520937.530857
105,1e-05,5,120,90,0.5137931034482759,3741432135.5126886,10972270568.541111
106,1e-05,5,120,90,0.5413793103448277,3726645934.9123526,11038770127.399752
107,1e-05,5,120,90,0.5689655172413793,3704208776.8645067,11141390859.882181
108,1e-05,5,120,90,0.5965517241379311,3687345640.66381,11218742400.42659
109,1e-05,5,120,90,0.6241379310344828,3671257774.3107433,11293415986.92512
110,1e-05,5,120,90,0.6517241379310346,3656856600.8813076,11365615157.804989
111,1e-05,5,120,90,0.6793103448275862,3635534451.021067,11481525816.700739
112,1e-05,5,120,90,0.706896551724138,3623477647.7623787,11560516020.271225
113,1e-05,5,120,90,0.7344827586206897,3611361306.8407,11645913915.386452
114,1e-05,5,120,90,0.7620689655172415,3601259009.9567766,11728104837.918642
115,1e-05,5,120,90,0.7896551724137931,3592685417.563362,11806717368.571331
116,1e-05,5,120,90,0.8172413793103449,3583330689.282844,11901035158.265549
117,1e-05,5,120,90,0.8448275862068966,3575487906.163835,11990867641.955746
118,1e-05,5,120,90,0.8724137931034484,3568559733.70249,12078043912.292759
119,1e-05,5,120,90,0.9,3562109814.4425764,12168623058.301777
120,0.1,5,120,90,0.1,4101614435.932656,7506337268.949183
121,0.1,5,120,90,0.12758620689655173,4058106526.6071167,7585079381.357144
122,0.1,5,120,90,0.15517241379310345,4012508615.6290226,7667852011.148497
123,0.1,5,120,90,0.1827586206896552,3981319465.7363253,7746026750.761995
124,0.1,5,120,90,0.21034482758620693,3953394150.3503637,7853771758.175865
125,0.1,5,120,90,0.23793103448275865,3930842641.278844,7949684290.478132
126,0.1,5,120,90,0.2655172413793104,3909653099.729807,8046028554.052158
127,0.1,5,120,90,0.2931034482758621,3894397537.7825236,8118541716.719937
128,0.1,5,120,90,0.3206896551724138,3875006073.761426,8218015386.113651
129,0.1,5,120,90,0.34827586206896555,3852711374.136588,8330942313.916798
130,0.1,5,120,90,0.3758620689655173,3832925188.5613117,8434486558.315461
131,0.1,5,120,90,0.403448275862069,3816987084.1516147,8516517674.144069
132,0.1,5,120,90,0.4310344827586208,3794808980.459091,8633201579.534601
133,0.1,5,120,90,0.45862068965517244,3779316222.566128,8715551978.911993
134,0.1,5,120,90,0.4862068965517242,3757340277.2133117,8832026976.409513
135,0.1,5,120,90,0.5137931034482759,3741432135.5126886,8918008666.4939
136,0.1,5,120,90,0.5413793103448277,3726645934.9123526,8998668620.103523
137,0.1,5,120,90,0.5689655172413793,3704208776.8645067,9121655360.892624
138,0.1,5,120,90,0.5965517241379311,3687345640.66381,9215501597.82054
139,0.1,5,120,90,0.6241379310344828,3671257774.3107433,9304496768.441404
140,0.1,5,120,90,0.6517241379310346,3656856600.8813076,9392266551.406387
141,0.1,5,120,90,0.6793103448275862,3635534451.021067,9528474358.316744
142,0.1,5,120,90,0.706896551724138,3623477647.7623787,9623138753.752924
143,0.1,5,120,90,0.7344827586206897,3611361306.8407,9723277091.05211
144,0.1,5,120,90,0.7620689655172415,3601259009.9567766,9820313835.615923
145,0.1,5,120,90,0.7896551724137931,3592685417.563362,9914105894.68251
146,0.1,5,120,90,0.8172413793103449,3583330689.282844,10023348340.032778
147,0.1,5,120,90,0.8448275862068966,3575487906.163835,10127335728.023405
148,0.1,5,120,90,0.8724137931034484,3568559733.70249,10229548953.04142
149,0.1,5,120,90,0.9,3562109814.4425764,10333851592.173351
150,0.2,5,120,90,0.1,4101614435.932656,7138044800.888299
151,0.2,5,120,90,0.12758620689655173,4058106526.6071167,7220210114.752663
152,0.2,5,120,90,0.15517241379310345,4012508615.6290226,7308061639.451672
153,0.2,5,120,90,0.1827586206896552,3981319465.7363253,7389167576.910528
154,0.2,5,120,90,0.21034482758620693,3953394150.3503637,7498923379.496854
155,0.2,5,120,90,0.23793103448275865,3930842641.278844,7598577662.965448
156,0.2,5,120,90,0.2655172413793104,3909653099.729807,7698052850.730213
157,0.2,5,120,90,0.2931034482758621,3894397537.7825236,7775053513.236885
158,0.2,5,120,90,0.3206896551724138,3875006073.761426,7877336658.064265
159,0.2,5,120,90,0.34827586206896555,3852711374.136588,7995708771.118636
160,0.2,5,120,90,0.3758620689655173,3832925188.5613117,8103226369.457905
161,0.2,5,120,90,0.403448275862069,3816987084.1516147,8187396626.606812
162,0.2,5,120,90,0.4310344827586208,3794808980.459091,8309103574.703278
163,0.2,5,120,90,0.45862068965517244,3779316222.566128,8393234660.825955
164,0.2,5,120,90,0.4862068965517242,3757340277.2133117,8515677216.710236
165,0.2,5,120,90,0.5137931034482759,3741432135.5126886,8600089649.886896
166,0.2,5,120,90,0.5413793103448277,3726645934.9123526,8684666770.132923
167,0.2,5,120,90,0.5689655172413793,3704208776.8645067,8812244760.962376
168,0.2,5,120,90,0.5965517241379311,3687345640.66381,8908121337.86612
169,0.2,5,120,90,0.6241379310344828,3671257774.3107433,8997523563.13262
170,0.2,5,120,90,0.6517241379310346,3656856600.8813076,9087602907.785574
171,0.2,5,120,90,0.6793103448275862,3635534451.021067,9227560871.674454
172,0.2,5,120,90,0.706896551724138,3623477647.7623787,9324547751.579733
173,0.2,5,120,90,0.7344827586206897,3611361306.8407,9427140592.8755
174,0.2,5,120,90,0.7620689655172415,3601259009.9567766,9528331502.897507
175,0.2,5,120,90,0.7896551724137931,3592685417.563362,9625480904.881744
176,0.2,5,120,90,0.8172413793103449,3583330689.282844,9737692902.732681
177,0.2,5,120,90,0.8448275862068966,3575487906.163835,9845313115.875277
178,0.2,5,120,90,0.8724137931034484,3568559733.70249,9947781528.30633
179,0.2,5,120,90,0.9,3562109814.4425764,10055453921.973707
180,1e-05,0,2000,0,0.1,4112009423.03464,9798873549.694988
181,1e-05,0,2000,0,0.12758620689655173,4071392727.5300913,9852643881.290752
182,1e-05,0,2000,0,0.15517241379310345,4027781345.142519,9912038497.130316
183,1e-05,0,2000,0,0.1827586206896552,3990564699.5793667,9960258814.28049
184,1e-05,0,2000,0,0.21034482758620693,3944311506.2379246,10022494426.438467
185,1e-05,0,2000,0,0.23793103448275865,3906031268.3958507,10079720363.652483
186,1e-05,0,2000,0,0.2655172413793104,3872893621.290563,10139363133.725567
187,1e-05,0,2000,0,0.2931034482758621,3850192758.1043544,10189227709.290974
188,1e-05,0,2000,0,0.3206896551724138,3822551370.0981092,10254858182.288359
189,1e-05,0,2000,0,0.34827586206896555,3791491550.3564434,10331385156.406937
190,1e-05,0,2000,0,0.3758620689655173,3764237105.237208,10401477945.778273
191,1e-05,0,2000,0,0.403448275862069,3742575857.7395525,10458790486.172855
192,1e-05,0,2000,0,0.4310344827586208,3712721922.5126686,10538407150.364786
193,1e-05,0,2000,0,0.45862068965517244,3692276215.392614,10595625520.829996
194,1e-05,0,2000,0,0.4862068965517242,3664143012.884263,10675305385.779863
195,1e-05,0,2000,0,0.5137931034482759,3644651078.446707,10735903323.41448
196,1e-05,0,2000,0,0.5413793103448277,3627788402.5887265,10795389901.345448
197,1e-05,0,2000,0,0.5689655172413793,3605753589.393724,10886183860.758356
198,1e-05,0,2000,0,0.5965517241379311,3592060499.5041075,10959925834.891144
199,1e-05,0,2000,0,0.6241379310344828,3580685583.84311,11031426906.058647
200,1e-05,0,2000,0,0.6517241379310346,3571535379.0180607,11100691418.935389
201,1e-05,0,2000,0,0.6793103448275862,3558811447.8283195,11210179377.647959
202,1e-05,0,2000,0,0.706896551724138,3551720335.20348,11285594585.633877
203,1e-05,0,2000,0,0.7344827586206897,3544443275.6668987,11367989966.79184
204,1e-05,0,2000,0,0.7620689655172415,3538285434.5167084,11445985228.058971
205,1e-05,0,2000,0,0.7896551724137931,3532822755.0621696,11520088540.463442
206,1e-05,0,2000,0,0.8172413793103449,3526738844.891218,11607489950.936108
207,1e-05,0,2000,0,0.8448275862068966,3521571243.3006573,11690649580.737257
208,1e-05,0,2000,0,0.8724137931034484,3516987236.1535645,11769824461.43322
209,1e-05,0,2000,0,0.9,3512692320.8739295,11854129126.465744
210,0.1,0,2000,0,0.1,4112009423.03464,7489654412.503046
211,0.1,0,2000,0,0.12758620689655173,4071392727.5300913,7560839470.886736
212,0.1,0,2000,0,0.15517241379310345,4027781345.142519,7637908346.576832
213,0.1,0,2000,0,0.1827586206896552,3990564699.5793667,7699056076.862173
214,0.1,0,2000,0,0.21034482758620693,3944311506.2379246,7781177441.498114
215,0.1,0,2000,0,0.23793103448275865,3906031268.3958507,7855743029.615981
216,0.1,0,2000,0,0.2655172413793104,3872893621.290563,7933951600.351338
217,0.1,0,2000,0,0.2931034482758621,3850192758.1043544,7995732375.247467
218,0.1,0,2000,0,0.3206896551724138,3822551370.0981092,8080426563.060402
219,0.1,0,2000,0,0.34827586206896555,3791491550.3564434,8176106315.520646
220,0.1,0,2000,0,0.3758620689655173,3764237105.237208,8265341575.30198
221,0.1,0,2000,0,0.403448275862069,3742575857.7395525,8335330909.174364
222,0.1,0,2000,0,0.4310344827586208,3712721922.5126686,8434571437.6068945
223,0.1,0,2000,0,0.45862068965517244,3692276215.392614,8508759518.783819
224,0.1,0,2000,0,0.4862068965517242,3664143012.884263,8607755662.715954
225,0.1,0,2000,0,0.5137931034482759,3644651078.446707,8681703605.326124
226,0.1,0,2000,0,0.5413793103448277,3627788402.5887265,8755357153.159216
227,0.1,0,2000,0,0.5689655172413793,3605753589.393724,8866558018.672453
228,0.1,0,2000,0,0.5965517241379311,3592060499.5041075,8954557303.349422
229,0.1,0,2000,0,0.6241379310344828,3580685583.84311,9040072920.831657
230,0.1,0,2000,0,0.6517241379310346,3571535379.0180607,9123856370.441483
231,0.1,0,2000,0,0.6793103448275862,3558811447.8283195,9251780623.33776
232,0.1,0,2000,0,0.706896551724138,3551720335.20348,9342344727.456833
233,0.1,0,2000,0,0.7344827586206897,3544443275.6668987,9440263264.001234
234,0.1,0,2000,0,0.7620689655172415,3538285434.5167084,9532356893.3424
235,0.1,0,2000,0,0.7896551724137931,3532822755.0621696,9623152284.437351
236,0.1,0,2000,0,0.8172413793103449,3526738844.891218,9726400444.596703
237,0.1,0,2000,0,0.8448275862068966,3521571243.3006573,9820945030.902542
238,0.1,0,2000,0,0.8724137931034484,3516987236.1535645,9915517143.897638
239,0.1,0,2000,0,0.9,3512692320.8739295,10012816877.212988
240,0.2,0,2000,0,0.1,4112009423.03464,7113232727.680941
241,0.2,0,2000,0,0.12758620689655173,4071392727.5300913,7190869475.912732
242,0.2,0,2000,0,0.15517241379310345,4027781345.142519,7268743022.589743
243,0.2,0,2000,0,0.1827586206896552,3990564699.5793667,7338496331.953894
244,0.2,0,2000,0,0.21034482758620693,3944311506.2379246,7423071193.335082
245,0.2,0,2000,0,0.23793103448275865,3906031268.3958507,7501192954.394524
246,0.2,0,2000,0,0.2655172413793104,3872893621.290563,7583195045.672006
247,0.2,0,2000,0,0.2931034482758621,3850192758.1043544,7646267155.824274
248,0.2,0,2000,0,0.3206896551724138,3822551370.0981092,7733674891.54924
249,0.2,0,2000,0,0.34827586206896555,3791491550.3564434,7834191389.792766
250,0.2,0,2000,0,0.3758620689655173,3764237105.237208,7925393129.04885
251,0.2,0,2000,0,0.403448275862069,3742575857.7395525,7999374934.952336
252,0.2,0,2000,0,0.4310344827586208,3712721922.5126686,8103544570.592812
253,0.2,0,2000,0,0.45862068965517244,3692276215.392614,8177587673.068417
254,0.2,0,2000,0,0.4862068965517242,3664143012.884263,8282959540.155445
255,0.2,0,2000,0,0.5137931034482759,3644651078.446707,8359398694.139492
256,0.2,0,2000,0,0.5413793103448277,3627788402.5887265,8435749288.544462
257,0.2,0,2000,0,0.5689655172413793,3605753589.393724,8550023623.861778
258,0.2,0,2000,0,0.5965517241379311,3592060499.5041075,8643318357.1649
259,0.2,0,2000,0,0.6241379310344828,3580685583.84311,8731182600.214169
260,0.2,0,2000,0,0.6517241379310346,3571535379.0180607,8817091829.077324
261,0.2,0,2000,0,0.6793103448275862,3558811447.8283195,8951444261.946487
262,0.2,0,2000,0,0.706896551724138,3551720335.20348,9045369914.165758
263,0.2,0,2000,0,0.7344827586206897,3544443275.6668987,9145143567.6961
264,0.2,0,2000,0,0.7620689655172415,3538285434.5167084,9237821982.890362
265,0.2,0,2000,0,0.7896551724137931,3532822755.0621696,9327811322.88677
266,0.2,0,2000,0,0.8172413793103449,3526738844.891218,9433716328.641174
267,0.2,0,2000,0,0.8448275862068966,3521571243.3006573,9532266312.076954
268,0.2,0,2000,0,0.8724137931034484,3516987236.1535645,9629480263.214355
269,0.2,0,2000,0,0.9,3512692320.8739295,9731948866.46288
270,1e-05,0,2000,90,0.1,4101614435.932656,9833160365.53723
271,1e-05,0,2000,90,0.12758620689655173,4058106526.6071167,9893523195.919294
272,1e-05,0,2000,90,0.15517241379310345,4012508615.6290226,9957477984.387718
273,1e-05,0,2000,90,0.1827586206896552,3981319465.7363253,10018853126.410206
274,1e-05,0,2000,90,0.21034482758620693,3953394150.3503637,10103456683.907532
275,1e-05,0,2000,90,0.23793103448275865,3930842641.278844,10182183283.908897
276,1e-05,0,2000,90,0.2655172413793104,3909653099.729807,10260721381.72531
277,1e-05,0,2000,90,0.2931034482758621,3894397537.7825236,10319664758.148468
278,1e-05,0,2000,90,0.3206896551724138,3875006073.761426,10398145226.08481
279,1e-05,0,2000,90,0.34827586206896555,3852711374.136588,10492844152.335861
280,1e-05,0,2000,90,0.3758620689655173,3832925188.5613117,10576674850.27213
281,1e-05,0,2000,90,0.403448275862069,3816987084.1516147,10642507922.359432
282,1e-05,0,2000,90,0.4310344827586208,3794808980.459091,10738540743.076273
283,1e-05,0,2000,90,0.45862068965517244,3779316222.566128,10807774399.454634
284,1e-05,0,2000,90,0.4862068965517242,3757340277.2133117,10903520937.530857
285,1e-05,0,2000,90,0.5137931034482759,3741432135.5126886,10972270568.541111
286,1e-05,0,2000,90,0.5413793103448277,3726645934.9123526,11038770127.399752
287,1e-05,0,2000,90,0.5689655172413793,3704208776.8645067,11141390859.882181
288,1e-05,0,2000,90,0.5965517241379311,3687345640.66381,11218742400.42659
289,1e-05,0,2000,90,0.6241379310344828,3671257774.3107433,11293415986.92512
290,1e-05,0,2000,90,0.6517241379310346,3656856600.8813076,11365615157.804989
291,1e-05,0,2000,90,0.6793103448275862,3635534451.021067,11481525816.700739
292,1e-05,0,2000,90,0.706896551724138,3623477647.7623787,11560516020.271225
293,1e-05,0,2000,90,0.7344827586206897,3611361306.8407,11645913915.386452
294,1e-05,0,2000,90,0.7620689655172415,3601259009.9567766,11728104837.918642
295,1e-05,0,2000,90,0.7896551724137931,3592685417.563362,11806717368.571331
296,1e-05,0,2000,90,0.8172413793103449,3583330689.282844,11901035158.265549
297,1e-05,0,2000,90,0.8448275862068966,3575487906.163835,11990867641.955746
298,1e-05,0,2000,90,0.8724137931034484,3568559733.70249,12078043912.292759
299,1e-05,0,2000,90,0.9,3562109814.4425764,12168623058.301777
300,0.1,0,2000,90,0.1,4101614435.932656,7506337268.949183
301,0.1,0,2000,90,0.12758620689655173,4058106526.6071167,7585079381.357144
302,0.1,0,2000,90,0.15517241379310345,4012508615.6290226,7667852011.148497
303,0.1,0,2000,90,0.1827586206896552,3981319465.7363253,7746026750.761995
304,0.1,0,2000,90,0.21034482758620693,3953394150.3503637,7853771758.175865
305,0.1,0,2000,90,0.23793103448275865,3930842641.278844,7949684290.478132
306,0.1,0,2000,90,0.2655172413793104,3909653099.729807,8046028554.052158
307,0.1,0,2000,90,0.2931034482758621,3894397537.7825236,8118541716.719937
308,0.1,0,2000,90,0.3206896551724138,3875006073.761426,8218015386.113651
309,0.1,0,2000,90,0.34827586206896555,3852711374.136588,8330942313.916798
310,0.1,0,2000,90,0.3758620689655173,3832925188.5613117,8434486558.315461
311,0.1,0,2000,90,0.403448275862069,3816987084.1516147,8516517674.144069
312,0.1,0,2000,90,0.4310344827586208,3794808980.459091,8633201579.534601
313,0.1,0,2000,90,0.45862068965517244,3779316222.566128,8715551978.911993
314,0.1,0,2000,90,0.4862068965517242,3757340277.2133117,8832026976.409513
315,0.1,0,2000,90,0.5137931034482759,3741432135.5126886,8918008666.4939
316,0.1,0,2000,90,0.5413793103448277,3726645934.9123526,8998668620.103523
317,0.1,0,2000,90,0.5689655172413793,3704208776.8645067,9121655360.892624
318,0.1,0,2000,90,0.5965517241379311,3687345640.66381,9215501597.82054
319,0.1,0,2000,90,0.6241379310344828,3671257774.3107433,9304496768.441404
320,0.1,0,2000,90,0.6517241379310346,3656856600.8813076,9392266551.406387
321,0.1,0,2000,90,0.6793103448275862,3635534451.021067,9528474358.316744
322,0.1,0,2000,90,0.706896551724138,3623477647.7623787,9623138753.752924
323,0.1,0,2000,90,0.7344827586206897,3611361306.8407,9723277091.05211
324,0.1,0,2000,90,0.7620689655172415,3601259009.9567766,9820313835.615923
325,0.1,0,2000,90,0.7896551724137931,3592685417.563362,9914105894.68251
326,0.1,0,2000,90,0.8172413793103449,3583330689.282844,10023348340.032778
327,0.1,0,2000,90,0.8448275862068966,3575487906.163835,10127335728.023405
328,0.1,0,2000,90,0.8724137931034484,3568559733.70249,10229548953.04142
329,0.1,0,2000,90,0.9,3562109814.4425764,10333851592.173351
330,0.2,0,2000,90,0.1,4101614435.932656,7138044800.888299
331,0.2,0,2000,90,0.12758620689655173,4058106526.6071167,7220210114.752663
332,0.2,0,2000,90,0.15517241379310345,4012508615.6290226,7308061639.451672
333,0.2,0,2000,90,0.1827586206896552,3981319465.7363253,7389167576.910528
334,0.2,0,2000,90,0.21034482758620693,3953394150.3503637,7498923379.496854
335,0.2,0,2000,90,0.23793103448275865,3930842641.278844,7598577662.965448
336,0.2,0,2000,90,0.2655172413793104,3909653099.729807,7698052850.730213
337,0.2,0,2000,90,0.2931034482758621,3894397537.7825236,7775053513.236885
338,0.2,0,2000,90,0.3206896551724138,3875006073.761426,7877336658.064265
339,0.2,0,2000,90,0.34827586206896555,3852711374.136588,7995708771.118636
340,0.2,0,2000,90,0.3758620689655173,3832925188.5613117,8103226369.457905
341,0.2,0,2000,90,0.403448275862069,3816987084.1516147,8187396626.606812
342,0.2,0,2000,90,0.4310344827586208,3794808980.459091,8309103574.703278
343,0.2,0,2000,90,0.45862068965517244,3779316222.566128,8393234660.825955
344,0.2,0,2000,90,0.4862068965517242,3757340277.2133117,8515677216.710236
345,0.2,0,2000,90,0.5137931034482759,3741432135.5126886,8600089649.886896
346,0.2,0,2000,90,0.5413793103448277,3726645934.9123526,8684666770.132923
347,0.2,0,2000,90,0.5689655172413793,3704208776.8645067,8812244760.962376
348,0.2,0,2000,90,0.5965517241379311,3687345640.66381,8908121337.86612
349,0.2,0,2000,90,0.6241379310344828,3671257774.3107433,8997523563.13262
350,0.2,0,2000,90,0.6517241379310346,3656856600.8813076,9087602907.785574
351,0.2,0,2000,90,0.6793103448275862,3635534451.021067,9227560871.674454
352,0.2,0,2000,90,0.706896551724138,3623477647.7623787,9324547751.579733
353,0.2,0,2000,90,0.7344827586206897,3611361306.8407,9427140592.8755
354,0.2,0,2000,90,0.7620689655172415,3601259009.9567766,9528331502.897507
355,0.2,0,2000,90,0.7896551724137931,3592685417.563362,9625480904.881744
356,0.2,0,2000,90,0.8172413793103449,3583330689.282844,9737692902.732681
357,0.2,0,2000,90,0.8448275862068966,3575487906.163835,9845313115.875277
358,0.2,0,2000,90,0.8724137931034484,3568559733.70249,9947781528.30633
359,0.2,0,2000,90,0.9,3562109814.4425764,10055453921.973707
